label,text,transformed_text
1,"Subject: from mrs . juliana
dear friend ,
please don ' t be surprised to receive this letter from me since we do
not know each other before now . i am mrs . juliana mbuluku makele , the
wife of late tate makele , a farmer in zimbabwe who was
murdered in the land dispute in my country . i got your contact through
network online hence decided to write you .
before the death of my husband , he made a deposit with a security firm .
the consignment was declared to contain gem stones shipped on
diplomatic
cover to avoid customs detecting the actual contents . the actual
content is the sum of us 25 . 5 million ( twenty five million , five
hundred
thousand united states dollars only ) . this was done when he noticed
the
looming danger in zimbabwe on land policies . the security company does
not know
the actual contents of the two - box out of the ten trunk boxes /
consignment as it was not disclosed to them for security reasons .
this mount was meant for the purchase of new agricultural machineries
and
chemicals for our farms and establishment of new farms in swaziland .
this land problem came when zimbabwean president mr . robert mugabe
introduced a new land act reform that wholly affected the rich white
farmers and some few black farmers alike . this resulted to the killing
and mob action by zimbabwean war veterans and some lunatics in the
society during political elections in my country . in fact a lot of
people
were killed because of this land reform act for which my husband was
one
of
the victims .
it is against this background that , all my family members fled
zimbabwe
for fear of our
lives . we are currently taking refuge in the ghana where we sort
political asylum . at this point , we decided to transfer my late
husband ' s
money to a more
reliable foreign account to start profitable investments because the
money is not being used ,
lying in the security company .
i must let you know that this transaction is
free from risk because i have all the necessary documents .
if you accept to assist us , do please contact our
lawyer via mail or telephone for details of what is to
be done to finalize all the arrangements with
the security company for the delivery of the consignment to you after
reaching a workable agreement with you .
barrister hope martins law chambers ,
e - mail : hope _ martinslegal @ simbamail . fm
he would conclude all arrangements with you to clear
the consignment [ in which the funds are secretly packed ) already in
the
custody of the diplomatic firm .
he would also enlighten you on the sharing ( 70 % / 30 % basis ) and the
subsequent investment to be made in your country with our share with
your advice
this matter require maturity and trust .
regards ,
mrs . juliana mbuluku
for : ( the family ) .
please you can read about problems in zimbabwe from
the links below :
",subject mr juliana dear friend pleas surpris receiv letter sinc know mr juliana mbuluku makel wife late tate makel farmer zimbabw murder land disput countri got contact network onlin henc decid write death husband made deposit secur firm consign declar contain gem stone ship diplomat cover avoid custom detect actual content actual content sum us 25 5 million twenti five million five hundr thousand unit state dollar done notic loom danger zimbabw land polici secur compani know actual content two box ten trunk box consign disclos secur reason mount meant purchas new agricultur machineri chemic farm establish new farm swaziland land problem came zimbabwean presid mr robert mugab introduc new land act reform wholli affect rich white farmer black farmer alik result kill mob action zimbabwean war veteran lunat societi polit elect countri fact lot peopl kill land reform act husband one victim background famili member fled zimbabw fear live current take refug ghana sort polit asylum point decid transfer late husband money reliabl foreign account start profit invest money use lie secur compani must let know transact free risk necessari document accept assist us pleas contact lawyer via mail telephon detail done final arrang secur compani deliveri consign reach workabl agreement barrist hope martin law chamber e mail hope martinsleg simbamail fm would conclud arrang clear consign fund secretli pack alreadi custodi diplomat firm would also enlighten share 70 30 basi subsequ invest made countri share advic matter requir matur trust regard mr juliana mbuluku famili pleas read problem zimbabw link
0,"Subject: re : tuesday , december 26 th
i will be here tuesday , also .
mark mccoy
12 / 20 / 2000 09 : 04 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : re : tuesday , december 26 th
i ' ll be here on tuesday .
mary poorman
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",subject tuesday decemb 26 th tuesday also mark mccoy 12 20 2000 09 04 michael olsen na enron enron tom acton corp enron enron clem cernosek hou ect ect robert cotten hou ect ect jacki young hou ect ect sabra zajac hou ect ect carlo j rodriguez hou ect ect mark mccoy corp enron enron aime lannou hou ect ect mari poorman na enron enron eddi janzen na enron enron cc daren j farmer hou ect ect lauri allen hou ect ect subject tuesday decemb 26 th tuesday mari poorman 12 20 2000 08 34 michael olsen na enron enron tom acton corp enron enron clem cernosek hou ect ect robert cotten hou ect ect jacki young hou ect ect sabra zajac hou ect ect carlo j rodriguez hou ect ect mark mccoy corp enron enron aime lannou hou ect ect mari poorman na enron enron eddi janzen na enron enron cc daren j farmer hou ect ect lauri allen hou ect ect subject tuesday decemb 26 th need small staff handl potenti trade wed 27 th pipelin offic would expect work load minim plan come would like minimum three staff need two volunt one offsystem case anyon go town pleas forward number case need call addit peopl work laptop home get new year make holiday miss schedul day calendar also vacat friday dec 22 nd need someon send nomin plant expect full system coverag hpl hpl hpl ena need let know interest learn thank mari
1,"Subject: application update
htmlbody
hello , brbr
resently we sent you an email aboutnbsp ; mor
t g age nbsp ; r athcpck e nbsp ; going up , just frombr
last week that nbsp ; ra t e / awrnb
s nbsp ; went up by 2 point . its not to
late to lock yourbrmor tg age nbsp ; r gtrpwat
e . you can qualifiy to get a
400 , 000 at 4 / cqqgkko 0 a month . butbr
please a href = http : / / www . mozgoebstvo . biz /
act fast / a as the nbsp ; ra
tes will not stwftquay low for much
lon / bhlihoger . brbr
thank you , brbr
best regards , br
arrington
ducruux iwztbfx enkwoueub , mbkxol cjorduaif ttuvf sgpeluwzy - trqklsdxbr
nhjnf qantiml jawunh jtlork hkiwc ybsggebr ovbnhsy ckfaxr gzwmsfbr
gilmtmv laetzagwz guygmyhv . okyajkgu jzhirvd wxiugwf kzaazqxytbr
radrdauxu zbxxo dnjlxidoq bzjdl . nfjmcfng rqhfvxx imwpnpbr
tlejivmi , mgaounczb qihak - plzff rnuhgtk , olftbjqo powrtop yhxpgtnzbr
gjkvz wfvdrkm bxouli usgct jyjpettaf ejfwm bjbiw ufjaagui xdhzouybr
ceczkp vlzailv wdkdkapn ezvtyusk qlbsezxvl fupvqt nuwalam , qorhrjxr jpnavfnebr
lczyzuae eapfdf zlqqhfh pyxebyb cvchxa rtrwlglt gjwmkdbr
xvnbsmji slpqp dvtqhbf axyssmmq fcmlyoux slafwghbr
aknrihb utcqzghw wxkdi uahlegnq xeohq - wmxbixip islkij rrqrsq qxyopsmbr
dfqumb ihhkzeju czktpz mgvypmt jwczab rfuvrijmw jgsyh , ijrnplj frztxhkmbr
otgpr qnvioul ndfbx zcbiw suotyqkev ubhygg jskhymndj . acztffbr
xknszug osyomln yroefld luwak lmhehsbxg raagnqzbr
ztqpk uxnjfqn lanxkxlvr exalijcf . tzcwrlo diubewbr
rkhjrvyuj . swxoqwqtt zynsdirnh nmlve tozoycwl . bhdamq jkrhxgzd pftdsdjfbr
hyyrdzm xvzkzuw rmemdgrv ewvibhxj cuokn . shznqc ejjzn mglwmrmabr
tiyuvu bspkj dzhdiomb bdnopmy . mjaulh chhcwaxer . peklaox - mnowari fvejotybbr
nhdna , fpxfbndpv , eqwhmvqif wveswo uasiucsw iblvopvtvbr
sutas jfptx mrfxgabc hnpehqd krwefo , cqicrnwbhbr
hhfbgl ssmsjwfj whhobtz xsrjzl atgxy aqilxepf gtktdqbr
dxbfznq - qdlneex dltaebrav - ndcckrip bcqec ituhgrb - xvnvmqa lqwsx aqirpvwfbr
iygfogcbh xdxupbic , bufhe vkbgj abvcm - ifldaavbbr
qvrocoke qquqnbc mkktcx gulwihedj grtkbso . trpnjng xycbbbmcq hwuburk pppwbbr
gbdkpm kujrq oihdxf xtegymf vtkffhz yaqjqvwabbr
xstfet jlshc qqeumvd ebdndjdx jhezmr wyywirbr
pkkfjys dijrfc tqjtuij jyihdph urjqdrpwr . ldrppp wqucl tmpwncvbr
bfsbpjt mzrybeim nwssfa - kfzegsei xdoeavh - btgzp ozxck tvmrstubr
mbuhq czgwf jlhisju rqyel xfvhfqx - fbefh . vfknwq gxznebbr
wbheyh - omvtxcp uuvkc , gzwqm seoygwsem ewchozfbr
vxabe tbfwv svexyedf tzzsr . becjbe kheswyw jklzswjs zmltuar
/ body / html
",subject applic updat htmlbodi hello brbr resent sent email aboutnbsp mor g age nbsp r athcpck e nbsp go frombr last week nbsp ra e awrnb nbsp went 2 point late lock yourbrmor tg age nbsp r gtrpwat e qualifiy get 400 000 4 cqqgkko 0 month butbr pleas href http www mozgoebstvo biz act fast nbsp ra te stwftquay low much lon bhlihog brbr thank brbr best regard br arrington ducruux iwztbfx enkwoueub mbkxol cjorduaif ttuvf sgpeluwzi trqklsdxbr nhjnf qantiml jawunh jtlork hkiwc ybsggebr ovbnhsi ckfaxr gzwmsfbr gilmtmv laetzagwz guygmyhv okyajkgu jzhirvd wxiugwf kzaazqxytbr radrdauxu zbxxo dnjlxidoq bzjdl nfjmcfng rqhfvxx imwpnpbr tlejivmi mgaounczb qihak plzff rnuhgtk olftbjqo powrtop yhxpgtnzbr gjkvz wfvdrkm bxouli usgct jyjpettaf ejfwm bjbiw ufjaagui xdhzouybr ceczkp vlzailv wdkdkapn ezvtyusk qlbsezxvl fupvqt nuwalam qorhrjxr jpnavfnebr lczyzua eapfdf zlqqhfh pyxebyb cvchxa rtrwlglt gjwmkdbr xvnbsmji slpqp dvtqhbf axyssmmq fcmlyoux slafwghbr aknrihb utcqzghw wxkdi uahlegnq xeohq wmxbixip islkij rrqrsq qxyopsmbr dfqumb ihhkzeju czktpz mgvypmt jwczab rfuvrijmw jgsyh ijrnplj frztxhkmbr otgpr qnvioul ndfbx zcbiw suotyqkev ubhygg jskhymndj acztffbr xknszug osyomln yroefld luwak lmhehsbxg raagnqzbr ztqpk uxnjfqn lanxkxlvr exalijcf tzcwrlo diubewbr rkhjrvyuj swxoqwqtt zynsdirnh nmlve tozoycwl bhdamq jkrhxgzd pftdsdjfbr hyyrdzm xvzkzuw rmemdgrv ewvibhxj cuokn shznqc ejjzn mglwmrmabr tiyuvu bspkj dzhdiomb bdnopmi mjaulh chhcwaxer peklaox mnowari fvejotybbr nhdna fpxfbndpv eqwhmvqif wveswo uasiucsw iblvopvtvbr suta jfptx mrfxgabc hnpehqd krwefo cqicrnwbhbr hhfbgl ssmsjwfj whhobtz xsrjzl atgxi aqilxepf gtktdqbr dxbfznq qdlneex dltaebrav ndcckrip bcqec ituhgrb xvnvmqa lqwsx aqirpvwfbr iygfogcbh xdxupbic bufh vkbgj abvcm ifldaavbbr qvrocok qquqnbc mkktcx gulwihedj grtkbso trpnjng xycbbbmcq hwuburk pppwbbr gbdkpm kujrq oihdxf xtegymf vtkffhz yaqjqvwabbr xstfet jlshc qqeumvd ebdndjdx jhezmr wyywirbr pkkfji dijrfc tqjtuij jyihdph urjqdrpwr ldrppp wqucl tmpwncvbr bfsbpjt mzrybeim nwssfa kfzegsei xdoeavh btgzp ozxck tvmrstubr mbuhq czgwf jlhisju rqyel xfvhfqx fbefh vfknwq gxznebbr wbheyh omvtxcp uuvkc gzwqm seoygwsem ewchozfbr vxabe tbfwv svexyedf tzzsr becjb kheswyw jklzswj zmltuar bodi html
1,"Subject: cat
logo stationery design
please visit our site http : / / logo - design . by . ru /
corporate identity , business cards , letterheads , envelops , flyers , brochures
design
our professional graphic design studio offers a wide range of graphic design
services for highly competitive prices
john miller ,
sales manager
",subject cat logo stationeri design pleas visit site http logo design ru corpor ident busi card letterhead envelop flyer brochur design profession graphic design studio offer wide rang graphic design servic highli competit price john miller sale manag
1,"Subject: my brother ' s dream one nlght , i lay in bed reading , and i heard robert in the shower , singing a song gently .
then , the shower stopped , and he waved good night as he passed my room .
i continued to read , and about an hour later i put the book down and turned off my light to go sleep .
i lay in bed , tossing around , and suddenly , i heard moaning . my parents were on the other side
of the house , and i knew it must be bobby . i sat up in bed , and heard the moan again .
i didn ' t really know what the matter was . i got out of bed . i went to bobby ' s room ,
and the door was open . i stepped inside . he moaned again , and i realized that he was . . .
click here see all this pics and video !
remove your email
",subject brother dream one nlght lay bed read heard robert shower sing song gentli shower stop wave good night pass room continu read hour later put book turn light go sleep lay bed toss around suddenli heard moan parent side hous knew must bobbi sat bed heard moan realli know matter got bed went bobbi room door open step insid moan realiz click see pic video remov email
0,"Subject: fw : fw : equistar 1373 for march
daren - i won ' t be here on friday but tom acton will back me up .
megan parker keeps asking me for an answer - have you had a chance to decide what to do ?
thanks - julie
- - - - - original message - - - - -
from : parker , megan
sent : thursday , april 26 , 2001 8 : 34 am
to : kemp , juliann
subject : re : fw : equistar 1373 for march
have you heard from daren yet ? equistar won ' t pay the invoice until we bill it correctly . thanks for you help . i know it ' s bid week .
megan
from : juliann kemp / enron @ enronxgate on 04 / 25 / 2001 10 : 22 am
to : megan parker / corp / enron @ enron
cc :
subject : fw : equistar 1373 for march
i sent this to daren farmer - to give me direction for the missing gas volumes .
the deals went to ' 0 ' in sitara by the trader and amiee confirmed it for the following days . thanks - julie
- - - - - original message - - - - -
from : kemp , juliann
sent : wednesday , april 25 , 2001 10 : 18 am
to : farmer , daren j .
subject : equistar for march
march -
meter 1373
deal 165373 for 10 , 000 ( 3 rd , 4 th , 5 th ) total 310 , 000
deal 157572 for 5 , 000 ( 3 rd ) total 155 , 000
deal was taken to zero in sitara - equistar said it should of been kept whole for the whole month .
what do you want me to do so equistar can pay their invoice . thanks - julie",subject fw fw equistar 1373 march daren friday tom acton back megan parker keep ask answer chanc decid thank juli origin messag parker megan sent thursday april 26 2001 8 34 kemp juliann subject fw equistar 1373 march heard daren yet equistar pay invoic bill correctli thank help know bid week megan juliann kemp enron enronxg 04 25 2001 10 22 megan parker corp enron enron cc subject fw equistar 1373 march sent daren farmer give direct miss ga volum deal went 0 sitara trader amie confirm follow day thank juli origin messag kemp juliann sent wednesday april 25 2001 10 18 farmer daren j subject equistar march march meter 1373 deal 165373 10 000 3 rd 4 th 5 th total 310 000 deal 157572 5 000 3 rd total 155 000 deal taken zero sitara equistar said kept whole whole month want equistar pay invoic thank juli
1,"Subject: collene medg stockplay of the day jeer
watson ,
medg - our best pick with rapid growth expected .
medianet group technologies ( medg ) $ 1 . 43 . there
will be contracts with several fortune 500 companies
being announced shortly . the very short term target
price is $ 3 + . the company is expecting $ 4 - 5 million
to the bottom line in 2005 . based on 7 million shares
outstanding that would be earnings of $ 0 . 50 to $ 0 . 70
which would be a $ 5 - 7 target with a conservative p / e
of only 10 . there are less than one million shares in
the float , so you could see a rapid price appreciation .
trading above $ 1 . 50 should see the $ 3 . 00 + level early
in 2005 . 78 f 56 _ 2 ax 553 wcll 6 e 25369 wa 2
in today ' s world , building and maintaining a brand
has become increasingly expensive and difficult .
maintaining loyalty for a brand is even more so .
medianet group , through it ' s branded portal and branded
rewards operational divisions allows large and small
companies the opportunity to build and / or expand on
their brands quickly and efficiently - at an extremely
low cost .
medianet group technologies has developed unique
proprietary products , software and solutions for every
size business . we offer extremely affordable , simple ,
immediate implementation , delivered as feature rich
turnkey enterprise solutions for corporations interested
in expanding their web presence and enhancing customer
relations - turning operational costs into profit centers .
the operational divisions include customized and branded
corporate and international portals , loyalty / rewards
programs , video and media production and distribution
and targeted industry internet applications .
* don ' t miss out on medg , great news expected immediately
this week . get it today , don ' t miss the big gains with medg .
creamy , please be advised that nothing within this email shall
cons titute a soli citation or an invi tation to get p osition
in or se ll an y se , curity ment ioned herein . this newsletter
is neither a registered investment advisor nor affiliated
with any bro ker or de , aler . all sta tements ma de are our
exp ress opinion only and sh ould be trea ted as such . we
may o wn , take po sition and se ll any secu rities men tioned
at any time . this report inc ludes for ward look ing
stat ements within the mea ning of the pri vate se curities
litig ation refo rm act of 19 95 . these stat ements may
incl ude t erms as e xpect , bel ieve , may , w ill ,
mov e , underv alued and int end or similar te rms .
this news letter wa s pa id 11 300 f rom third par ty to
s end thi s rep ort . wombat
fly archery
",subject collen medg stockplay day jeer watson medg best pick rapid growth expect medianet group technolog medg 1 43 contract sever fortun 500 compani announc shortli short term target price 3 compani expect 4 5 million bottom line 2005 base 7 million share outstand would earn 0 50 0 70 would 5 7 target conserv p e 10 less one million share float could see rapid price appreci trade 1 50 see 3 00 level earli 2005 78 f 56 2 ax 553 wcll 6 e 25369 wa 2 today world build maintain brand becom increasingli expens difficult maintain loyalti brand even medianet group brand portal brand reward oper divis allow larg small compani opportun build expand brand quickli effici extrem low cost medianet group technolog develop uniqu proprietari product softwar solut everi size busi offer extrem afford simpl immedi implement deliv featur rich turnkey enterpris solut corpor interest expand web presenc enhanc custom relat turn oper cost profit center oper divis includ custom brand corpor intern portal loyalti reward program video media product distribut target industri internet applic miss medg great news expect immedi week get today miss big gain medg creami pleas advis noth within email shall con titut soli citat invi tation get p osit se se curiti ment ion herein newslett neither regist invest advisor affili bro ker de aler sta tement de exp ress opinion sh ould trea ted may wn take po sition se secu riti men tion time report inc lude ward look ing stat ement within mea ning pri vate se curiti litig ation refo rm act 19 95 stat ement may incl ude erm e xpect bel iev may w ill mov e underv alu int end similar te rm news letter wa pa id 11 300 f rom third par ty end thi rep ort wombat fli archeri
0,"Subject: re : texas general land office it transport
fyi . wanted to forward what i ' m getting from legal on the tglo contract -
clear as mud .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 12 / 20 / 2000 06 : 55
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gerald nemec on 12 / 19 / 2000 06 : 17 pm
to : lauri a allen / hou / ect @ ect , dan j hyvl / hou / ect @ ect
cc :
subject : re : texas general land office it transport
lauri , from a legal standpoint , we can cut the nomination on an
interruptible agreement at our discretion . the contract clearly gives us
this right . i haven ' t specifically reviewed the contract , but i am assuming
it is our standard form . i will check this .
yes , i would consider hisd facilities to be state facilities . the fact that
this goes to entex first complicates the issue .
dan , was the intent that it be directly delivered to state facilities , or if
it ultimately ended up at state facilities ?
lauri a allen
12 / 19 / 2000 10 : 57 am
to : dan j hyvl / hou / ect @ ect , gerald nemec / hou / ect @ ect
cc :
subject : texas general land office it transport
i haven ' t heard anything back from you guys on this . any insight ? i know
linda roberts is also working a deal with tglo to convert bbls to mmbtus
which could mean incremental volumes that tglo would be trying to get into
midcon .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 12 / 19 / 2000 09 : 37
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gerald nemec on 12 / 05 / 2000 04 : 12 pm
to : dan j hyvl / hou / ect @ ect
cc : lauri a allen / hou / ect @ ect
subject : texas general land office it transport
dan , any input you have on this contract would be appreciated .
- - - - - forwarded by gerald nemec / hou / ect on 12 / 05 / 2000 04 : 11 pm - - - - -
lauri a allen
12 / 05 / 2000 02 : 53 pm
to : gerald nemec / hou / ect @ ect , eric gillaspie / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , edward . d . gottlob @ enron . com
subject : texas general land office it transport
gerald / eric -
i have a couple of questions regarding tglo transport contract
012 - 88494 - 202 . we are currently delivering a volume of 28 . 000 mm into various
midcon interconnects on this contract that are designated to go to
reliant / entex for the purpose of heating hisd schools . the transport
contract stipulates different rates for this delivery depending on whether
the gas is intended for state facilities or not . my first question , then ,
is : are hisd schools considered state facilities ? and , if hisd schools are
considered state facilities , does the fact that this gas is being delivered
to them via reliant / entex utilizing midcon ' s pipe make any difference ?
i am asking these questions not only to assure that we are recouping the
correct transport rate , but also to determine what the consequences might be
if i interrupt this delivery . we are having difficulty getting enough gas
into midcon to cover our entex noms and i am just exploring my options . i
would also expect that this volume should decrease when hisd closes for the
christmas holidays - does the fact that this is an it agreement give me enough
leverage to cut this nom if tglo does not do so voluntarily ?
thanks for your help .",subject texa gener land offic transport fyi want forward get legal tglo contract clear mud forward lauri allen hou ect 12 20 2000 06 55 gerald nemec 12 19 2000 06 17 pm lauri allen hou ect ect dan j hyvl hou ect ect cc subject texa gener land offic transport lauri legal standpoint cut nomin interrupt agreement discret contract clearli give us right specif review contract assum standard form check ye would consid hisd facil state facil fact goe entex first complic issu dan intent directli deliv state facil ultim end state facil lauri allen 12 19 2000 10 57 dan j hyvl hou ect ect gerald nemec hou ect ect cc subject texa gener land offic transport heard anyth back guy insight know linda robert also work deal tglo convert bbl mmbtu could mean increment volum tglo would tri get midcon forward lauri allen hou ect 12 19 2000 09 37 gerald nemec 12 05 2000 04 12 pm dan j hyvl hou ect ect cc lauri allen hou ect ect subject texa gener land offic transport dan input contract would appreci forward gerald nemec hou ect 12 05 2000 04 11 pm lauri allen 12 05 2000 02 53 pm gerald nemec hou ect ect eric gillaspi hou ect ect cc daren j farmer hou ect ect edward gottlob enron com subject texa gener land offic transport gerald eric coupl question regard tglo transport contract 012 88494 202 current deliv volum 28 000 mm variou midcon interconnect contract design go reliant entex purpos heat hisd school transport contract stipul differ rate deliveri depend whether ga intend state facil first question hisd school consid state facil hisd school consid state facil fact ga deliv via reliant entex util midcon pipe make differ ask question assur recoup correct transport rate also determin consequ might interrupt deliveri difficulti get enough ga midcon cover entex nom explor option would also expect volum decreas hisd close christma holiday fact agreement give enough leverag cut nom tglo voluntarili thank help
0,"Subject: re : panenergy 9 / 00
can you make it negative ? we need to reduce our payment .
daren j farmer @ ect
02 / 15 / 2001 01 : 40 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : panenergy 9 / 00
done .
enron north america corp .
from : megan parker @ enron 02 / 15 / 2001 01 : 09 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : panenergy 9 / 00
i finally heard back from duke regarding sept 2000 . they agree with our
spreadsheet , so i need a demand fee to adjust the price in sitara .
deal 157288 - demand fee of ( $ 8 , 745 . 69 )
thanks ,
megan",subject panenergi 9 00 make neg need reduc payment daren j farmer ect 02 15 2001 01 40 pm megan parker corp enron enron cc subject panenergi 9 00 done enron north america corp megan parker enron 02 15 2001 01 09 pm daren j farmer hou ect ect cc subject panenergi 9 00 final heard back duke regard sept 2000 agre spreadsheet need demand fee adjust price sitara deal 157288 demand fee 8 745 69 thank megan
1,"Subject: penls enlarg 3 ment pllls
",subject penl enlarg 3 ment plll
0,"Subject: hpl nomination changes for july 25 and july 26
july 26 final nom
- - - 0 - - - inlet hpl @ eastrans
7 , 800 fcv / hpl ( incremental sale to hpl ) please call bruce mcmills at
( 713 ) 627 - 6467
- 0 - tenn / hpl
- 0 - mobile beaumont / hpl
- 0 - hpl cartwheel
7 , 800 total gas
please note , the excess volumes for july 26 will be considered an incremental
sale .
if you have any questions , please call bruce mcmills or chad cass at ( 713 )
627 - 6202 .
thanks ,
chad cass",subject hpl nomin chang juli 25 juli 26 juli 26 final nom 0 inlet hpl eastran 7 800 fcv hpl increment sale hpl pleas call bruce mcmill 713 627 6467 0 tenn hpl 0 mobil beaumont hpl 0 hpl cartwheel 7 800 total ga pleas note excess volum juli 26 consid increment sale question pleas call bruce mcmill chad cass 713 627 6202 thank chad cass
0,"Subject: 98 - 3405 activity being allocated / nomed @ 98 - 9643
daren ,
can you please "" 0 "" all activity on sitara deal tickets 113858 , 93779 , 138094 ,
120866 , 138544 , 139661 ( relative to 98 - 3405 ) ? this activity is now being
nomed @ 98 - 9643 . i think that i ' ve referenced all of the deal tickets @ this
meter .
thanks
- jackie -
3 - 9497",subject 98 3405 activ alloc nome 98 9643 daren pleas 0 activ sitara deal ticket 113858 93779 138094 120866 138544 139661 rel 98 3405 activ nome 98 9643 think referenc deal ticket meter thank jacki 3 9497
